State,Location,Latitude,Longitude
Gujarat,Himatnagar,23.60,72.97
Gujarat,Idar,23.83,73.00
Gujarat,Jakhau,23.22,68.72
Gujarat,Jalalpore,20.95,72.91
Gujarat,Jalalpur,20.95,72.90
Gujarat,Jalia,21.80,70.25
Gujarat,Jambuda,22.52,70.22
Gujarat,Jambusar,22.05,72.80
Gujarat,Jamnagar,22.47,70.07
Gujarat,Jarod,22.43,73.33
Gujarat,Jasdan,22.04,71.21
Gujarat,Jetalpur,22.88,72.60
Gujarat,Jetalsar,21.71,70.58
Gujarat,Jetpur,21.75,70.62
Gujarat,Jhalod,23.10,74.16
Gujarat,Jhulasan,23.33,72.47
Gujarat,Jodhpur,21.90,70.03
Gujarat,Jodia,22.72,70.28
Gujarat,Jodiya Bandar,22.72,70.28
Gujarat,Junagadh,21.25,70.33
Gujarat,Kachchh,23.58,70.00
Gujarat,Kachholi,20.83,72.97
Gujarat,Kadi,23.30,72.33
Gujarat,Kadod,21.22,73.22
Gujarat,Kalavad,22.21,70.38
Gujarat,Kalol,22.61,73.46
Gujarat,Kandla,23.03,70.22
Gujarat,Kandla port,23.03,70.22
Gujarat,Kanodar,24.09,72.39
Gujarat,Kapadvanj,23.02,73.07
Gujarat,Karamsad,22.54,72.90
Gujarat,Kariana,21.88,71.35
Gujarat,Karjan,22.05,73.12
Gujarat,Kathor,21.29,72.94
Gujarat,Katpur,21.06,71.79
Gujarat,Kavant,22.09,74.05
Gujarat,Kawant,22.09,74.05
Gujarat,Kayavarohan,22.07,73.25
Gujarat,Kerwada,21.90,72.85
Gujarat,Keshod,21.30,70.25
Gujarat,Khambhalia,22.20,69.65
Gujarat,Khambhat,22.32,72.62
Gujarat,Khavda,23.85,69.72
Gujarat,Kheda,22.75,72.83
Gujarat,Khedbrahma,24.03,73.05
Gujarat,Khedoi,23.06,69.92
Gujarat,Kherali,22.68,71.60
Gujarat,Kheralu,23.89,72.62
Gujarat,Kodinar,20.79,70.70
Gujarat,Kosamba,21.46,72.96
Gujarat,Kothara,23.13,68.93
Gujarat,Kotharia,22.23,70.81
Gujarat,Kukarmunda,21.52,74.13
Gujarat,Kukma,23.22,69.78
Gujarat,Kundla,21.34,71.31
Gujarat,Kutch,23.92,70.37
Gujarat,Kutiyana,21.62,69.98
Gujarat,Ladol,23.62,72.73
Gujarat,Lakhpat,23.83,68.78
Gujarat,Lakhtar,22.86,71.79
Gujarat,Lalpur,22.19,69.96
Gujarat,Langhnaj,23.45,72.48
Gujarat,Lathi,21.72,71.39
Gujarat,Limbdi,22.57,71.81
Gujarat,Limkheda,22.82,73.98
Gujarat,Lunavada,23.13,73.61
Gujarat,Madhavpur Ghed,21.30,70.03
Gujarat,Madhi,22.10,69.10
Gujarat,Mahemdavad,22.82,72.76
Gujarat,Mahesana,23.67,72.50
Gujarat,Mahisa,22.85,73.05
Gujarat,Mahudha,22.82,72.94
Gujarat,Mahuva,21.08,71.80
Gujarat,Malpur,23.36,73.47
Gujarat,Manavadar,21.50,70.14
Gujarat,Mandal,23.29,71.92
Gujarat,Mandvi,22.83,69.35
Gujarat,Mangrol,21.12,70.11
Gujarat,Mansa,23.43,72.66
Gujarat,Meghraj,23.50,73.51
Gujarat,Mehsana,23.60,72.40
Gujarat,Mendarda,21.32,70.44
Gujarat,Mithapur,22.41,69.00
Gujarat,Modasa,23.46,73.30
Gujarat,Morbi,22.82,70.84
Gujarat,Morwa,22.90,73.84
Gujarat,Mundra,22.84,69.72
Gujarat,Nadiad,22.70,72.87
Gujarat,Nagwa,25.70,84.24
Gujarat,Naldhara,20.97,73.17
Gujarat,Naliya,23.26,68.83
Gujarat,Nargol,20.23,72.75
Gujarat,Narmada,21.87,73.50
Gujarat,Naroda,23.07,72.66
Gujarat,Navsari,20.95,72.92
Gujarat,Nikora,21.79,73.14
Gujarat,Nizar,21.48,74.20
Gujarat,Odadar,21.57,69.67
Gujarat,Okha,22.47,69.07
Gujarat,Olpad,21.34,72.75
Gujarat,Paddhari,22.44,70.60
Gujarat,Padra,22.24,73.08
Gujarat,Palanpur,24.17,72.44
Gujarat,Palanswa,23.47,70.93
Gujarat,Palitana,21.53,71.82
Gujarat,Paliyad,22.26,71.56
Gujarat,Palsana,21.08,72.98
Gujarat,Panch Mahals,22.75,73.60
Gujarat,Panchmahal,22.75,73.60
Gujarat,Pardi,20.51,72.95
Gujarat,Parnera,20.56,72.95
Gujarat,Patan,23.70,71.80
Gujarat,Pavi Jetpur,22.34,73.84
Gujarat,Petlad,22.48,72.80
Gujarat,Pipavav,20.97,71.57
Gujarat,Piplod,22.82,73.90
Gujarat,Porbandar,21.64,69.61
Gujarat,Prabhas Patan,20.89,70.40
Gujarat,Prantij,23.44,72.86
Gujarat,Radhanpur,23.83,71.60
Gujarat,Rajkot,22.33,70.83
Gujarat,Rajpipla,21.87,73.50
Gujarat,Rajula,21.04,71.44
Gujarat,Ranavav,21.69,69.74
Gujarat,Ranpur,22.37,71.75
Gujarat,Rapar,23.57,70.65
Gujarat,Reha,23.15,69.75
Gujarat,Roha,23.20,69.27
Gujarat,Sabar Kantha,23.63,73.00
Gujarat,Sachin,21.09,72.88
Gujarat,Salaya,22.31,69.60
Gujarat,Samakhiali,23.30,70.51
Gujarat,Sanand,22.99,72.38
Gujarat,Sankheda,22.17,73.58
Gujarat,Sarbhon,21.05,73.08
Gujarat,Sardoi,23.57,73.27
Gujarat,Sarkhej,22.98,72.50
Gujarat,Sathamba,23.17,73.33
Gujarat,Savarkundla,21.34,71.30
Gujarat,Savli,22.57,73.22
Gujarat,Sayla,22.55,71.48
Gujarat,Shahpur,22.16,70.77
Gujarat,Shivrajpur,22.42,73.61
Gujarat,Siddhpur,23.92,72.38
Gujarat,Sihor,21.71,71.96
Gujarat,Sikka,22.43,69.84
Gujarat,Sinor,21.91,73.34
Gujarat,Sojitra,22.54,72.72
Gujarat,Songadh,21.17,73.56
Gujarat,Supedi,21.76,70.38
Gujarat,Surat,21.18,72.81
Gujarat,Surendranagar,22.73,71.65
Gujarat,Sutrapada,20.89,70.47
Gujarat,Talaja,21.35,72.04
Gujarat,Tankara,22.66,70.75
Gujarat,Tapi,21.12,73.40
Gujarat,Than,22.57,71.20
Gujarat,Thangadh,22.57,71.18
Gujarat,Tharad,24.40,71.63
Gujarat,Thasra,22.80,73.21
Gujarat,The Dangs,20.75,73.75
Gujarat,Umarpada,21.45,73.50
Gujarat,Umrala,21.84,71.80
Gujarat,Umreth,22.70,73.12
Gujarat,Un,23.89,71.77
Gujarat,Una,20.82,71.04
Gujarat,Unjha,23.80,72.39
Gujarat,Upleta,21.74,70.28
Gujarat,Utran,21.23,72.87
Gujarat,Vadgam,24.08,72.48
Gujarat,Vadnagar,23.79,72.64
Gujarat,Vadodara,22.30,73.21
Gujarat,Vaghodia,22.31,73.40
Gujarat,Vaghodia INA,22.30,73.38
Gujarat,Vallabh Vidyanagar,22.53,72.90
Gujarat,Vallabhipur,21.89,71.88
Gujarat,Valsad,20.50,73.08
Gujarat,Vanala,22.45,71.98
Gujarat,Vansda,20.45,73.22
Gujarat,Vanthli,21.48,70.33
Gujarat,Vapi,20.37,72.90
Gujarat,Vartej,21.74,72.07
Gujarat,Vasa,22.66,72.76
Gujarat,Vasavad,21.83,71.02
Gujarat,Vaso,22.66,72.76
Gujarat,Vataman,22.53,72.42
Gujarat,Vejalpur,22.69,73.56
Gujarat,Veraval,20.91,70.37
Gujarat,Vijapur,23.56,72.75
Gujarat,Vinchhiya,22.21,71.38
Gujarat,Vinchia,22.21,71.38
Gujarat,Viramgam,23.12,72.03
Gujarat,Virpur,23.19,73.48
Gujarat,Visavadar,21.34,70.75
Gujarat,Visnagar,23.70,72.55
Gujarat,Vyara,21.11,73.39
Gujarat,Wadhai,20.77,73.48
Gujarat,Wadhwan,22.70,71.68
Gujarat,Waghai,20.77,73.50
Gujarat,Wankaner,22.61,70.94
Haryana,Ambala,30.33,76.94
Haryana,Asandh,29.52,76.61
Haryana,Ateli Mandi,28.10,76.26
Haryana,Bahadurgarh,28.69,76.94
Haryana,Bara Uchana,29.47,76.18
Haryana,Barwala,29.37,75.91
Haryana,Bawal,28.07,76.58
Haryana,Beri Khas,28.70,76.58
Haryana,Bhiwani,28.75,76.17
Haryana,Bilaspur,30.30,77.30
Haryana,Buriya,30.16,77.36
Haryana,Charkhi Dadri,28.59,76.27
Haryana,Chhachhrauli,30.24,77.36
Haryana,Dabwali,29.95,74.74
Haryana,Dharuhera,28.21,76.80
Haryana,Ellenabad,29.45,74.66
Haryana,Faridabad,28.41,77.31
Haryana,Farrukhnagar,28.45,76.82
Haryana,Fatehabad,29.52,75.46
Haryana,Firozpur Jhirka,27.79,76.94
Haryana,Gharaunda,29.54,76.97
Haryana,Gohana,29.14,76.70
Haryana,Gorakhpur,29.45,75.67
Haryana,Gurgaon,28.44,77.01
Haryana,Hansi,29.10,75.96
Haryana,Hasanpur,27.97,77.50
Haryana,Hisar,29.15,75.72
Haryana,Hodal,27.89,77.37
Haryana,Inda Chhoi,29.64,75.79
Haryana,Indri,29.88,77.06
Haryana,Jagadhri,30.17,77.30
Haryana,Jakhal,29.80,75.82
Haryana,Jhajjar,28.61,76.66
Haryana,Jind,29.32,76.32
Haryana,Kaithal,29.80,76.40
Haryana,Kalanaur,28.83,76.40
Haryana,Kalanwali,29.84,74.97
Haryana,Kanina Khas,28.33,76.31
Haryana,Karnal,29.67,76.83
Haryana,Kharkhauda,28.88,76.91
Haryana,Kheri Sampla,28.78,76.78
Haryana,Kurukshetra,30.00,76.75
Haryana,Ladwa,29.99,77.05
Haryana,Loharu,28.43,75.81
Haryana,Maham,28.97,76.29
Haryana,Mahendragarh,28.25,76.17
Haryana,Mandholi Kalan,28.71,75.68
Haryana,Mustafabad,30.20,77.15
Haryana,Narayangarh,30.48,77.13
Haryana,Narnaul,28.04,76.11
Haryana,Narnaund,29.22,76.14
Haryana,Narwana,29.60,76.12
Haryana,Nilokheri,29.84,76.93
Haryana,Nuh,28.10,77.00
Haryana,Palwal,28.14,77.33
Haryana,Panchkula,30.73,76.95
Haryana,Panipat,29.33,76.93
Haryana,Pataudi,28.33,76.78
Haryana,Pehowa,29.98,76.58
Haryana,Pinjaur,30.80,76.92
Haryana,Punahana,27.86,77.20
Haryana,Pundri,29.76,76.56
Haryana,Radaur,30.03,77.15
Haryana,Rania,29.52,74.84
Haryana,Ratia,29.69,75.58
Haryana,Rewari,28.20,76.62
Haryana,Rohtak,28.83,76.67
Haryana,Safidon,29.41,76.67
Haryana,Samalkha,29.24,77.01
Haryana,Shadipur Julana,29.12,76.41
Haryana,Shahabad,30.17,76.87
Haryana,Sirsa,29.53,75.03
Haryana,Sohna,28.25,77.07
Haryana,Sonipat,29.00,76.92
Haryana,Taoru,28.21,76.95
Haryana,Thanesar,29.97,76.83
Haryana,Tohana,29.71,75.90
Haryana,Tosham,28.87,75.92
Haryana,Uklana,29.51,75.88
Haryana,Yamunanagar,30.24,77.30
Himachal Pradesh,Arki,31.15,76.97
Himachal Pradesh,Baddi,30.96,76.79
Himachal Pradesh,Banjar,31.64,77.34
Himachal Pradesh,Bilaspur,31.33,76.76
Himachal Pradesh,Chamba,32.57,76.10
Himachal Pradesh,Chaupal,30.95,77.59
Himachal Pradesh,Chowari,32.43,76.01
Himachal Pradesh,Chuari Khas,32.43,76.01
Himachal Pradesh,Dagshai,30.88,77.05
Himachal Pradesh,Dalhousie,32.55,75.95
Himachal Pradesh,Daulatpur,31.79,75.99
Himachal Pradesh,Dera Gopipur,31.88,76.22
Himachal Pradesh,Dharamsala,32.22,76.32
Himachal Pradesh,Gagret,31.66,76.06
Himachal Pradesh,Ghumarwin,31.44,76.72
Himachal Pradesh,Hamirpur,31.75,76.50
Himachal Pradesh,Jawala Mukhi,31.87,76.32
Himachal Pradesh,Jogindarnagar,31.99,76.79
Himachal Pradesh,Jubbal,31.11,77.65
Himachal Pradesh,Jutogh,31.10,77.12
Himachal Pradesh,Kalka,30.84,76.94
Himachal Pradesh,Kangar,32.09,76.26
Himachal Pradesh,Kangra,32.17,76.25
Himachal Pradesh,Kasauli,30.90,76.97
Himachal Pradesh,Kinnaur,31.58,78.42
Himachal Pradesh,Kotkhai,31.12,77.54
Himachal Pradesh,Kotla,32.25,76.03
Himachal Pradesh,Kulu,32.00,77.25
Himachal Pradesh,Kyelang,32.57,77.02
Himachal Pradesh,Lahul and Spiti,32.50,77.83
Himachal Pradesh,Manali,32.26,77.17
Himachal Pradesh,Mandi,31.71,76.93
Himachal Pradesh,Nadaun,31.78,76.34
Himachal Pradesh,Nagar,32.14,77.17
Himachal Pradesh,Nagrota,32.06,76.09
Himachal Pradesh,Nahan,30.56,77.29
Himachal Pradesh,Nalagarh,31.04,76.72
Himachal Pradesh,Palampur,32.11,76.56
Himachal Pradesh,Pandoh,31.67,77.05
Himachal Pradesh,Paonta Sahib,30.44,77.62
Himachal Pradesh,Parwanoo,30.84,76.96
Himachal Pradesh,Rajgarh,30.85,77.30
Himachal Pradesh,Rampur,31.45,77.63
Himachal Pradesh,Rohru,31.20,77.75
Himachal Pradesh,Sabathu,30.97,76.99
Himachal Pradesh,Santokhgarh,31.35,76.32
Himachal Pradesh,Sarahan,31.51,77.79
Himachal Pradesh,Sarka Ghat,31.70,76.74
Himachal Pradesh,Seoni,31.24,77.12
Himachal Pradesh,Shimla,31.17,77.58
Himachal Pradesh,Sirmaur,30.75,77.50
Himachal Pradesh,Solan,31.08,76.83
Himachal Pradesh,Sundarnagar,31.54,76.91
Himachal Pradesh,Theog,31.12,77.36
Himachal Pradesh,Tira Sujanpur,31.83,76.51
Himachal Pradesh,Una,31.46,76.27
Himachal Pradesh,Yol,32.16,76.20
Jammu and Kashmir,Akhnur,32.87,74.73
Jammu and Kashmir,Anantnag,33.73,75.15
Jammu and Kashmir,Awantipur,33.92,75.02
Jammu and Kashmir,Badgam,33.89,74.66
Jammu and Kashmir,Bandipore,34.50,74.83
Jammu and Kashmir,Bandipura,34.42,74.64
Jammu and Kashmir,Banihal,33.44,75.20
Jammu and Kashmir,Baramula,34.19,74.37
Jammu and Kashmir,Batoti,33.12,75.31
Jammu and Kashmir,Bhadarwah,32.98,75.72
Jammu and Kashmir,Bijbehara,33.79,75.11
Jammu and Kashmir,Bishnah,32.61,74.86
Jammu and Kashmir,Doda,33.15,75.55
Jammu and Kashmir,Gandarbal,34.23,74.77
Jammu and Kashmir,Ganderbal,34.29,75.20
Jammu and Kashmir,Gho Brahmanan de,32.56,74.95
Jammu and Kashmir,Hajan,34.30,74.62
Jammu and Kashmir,Hiranagar,32.45,75.27
Jammu and Kashmir,Jammu,32.75,74.83
Jammu and Kashmir,Jaurian,32.83,74.58
Jammu and Kashmir,Kathua,32.58,75.50
Jammu and Kashmir,Katra,32.99,74.93
Jammu and Kashmir,Khaur,32.60,74.81
Jammu and Kashmir,Kishtwar,33.53,76.01
Jammu and Kashmir,Kud,33.07,75.29
Jammu and Kashmir,Kulgam,33.64,75.02
Jammu and Kashmir,Kupwara,34.53,74.27
Jammu and Kashmir,Ladakh,34.33,77.42
Jammu and Kashmir,Magam,34.09,74.59
Jammu and Kashmir,Nawanshahr,32.77,74.53
Jammu and Kashmir,Noria,32.52,74.80
Jammu and Kashmir,Padam,33.47,76.88
Jammu and Kashmir,Pahlgam,34.02,75.32
Jammu and Kashmir,Parol,32.35,75.43
Jammu and Kashmir,Pattan,34.16,74.56
Jammu and Kashmir,Pulwama,33.87,74.90
Jammu and Kashmir,Punch,33.70,74.20
Jammu and Kashmir,Qazigund,33.64,75.14
Jammu and Kashmir,Rajaori,33.38,74.31
Jammu and Kashmir,Rajauri,33.25,74.25
Jammu and Kashmir,Ramban,33.32,75.19
Jammu and Kashmir,Ramgarh,33.40,74.22
Jammu and Kashmir,Ramnagar,32.81,75.31
Jammu and Kashmir,Riasi,33.08,74.83
Jammu and Kashmir,Samba,32.58,75.11
Jammu and Kashmir,Shupiyan,33.73,74.82
Jammu and Kashmir,Sopur,34.29,74.47
Jammu and Kashmir,Soyibug,34.08,74.71
Jammu and Kashmir,Srinagar,34.09,74.81
Jammu and Kashmir,Sumbal,34.23,74.65
Jammu and Kashmir,Thang,34.93,76.79
Jammu and Kashmir,Thanna Mandi,33.54,74.38
Jammu and Kashmir,Tral,33.93,75.12
Jammu and Kashmir,Tsrar Sharif,33.86,74.77
Jammu and Kashmir,Udhampur,33.00,75.17
Jammu and Kashmir,Uri,34.08,74.05
Jharkhand,Bagra,23.73,86.32
Jharkhand,Barka Kana,23.62,85.47
Jharkhand,Barki Saria,24.18,85.89
Jharkhand,Barwadih,23.85,84.11
Jharkhand,Bhojudih,23.64,86.44
Jharkhand,Bokaro,23.69,85.99
Jharkhand,Bundu,23.16,85.59
Jharkhand,Chaibasa,22.55,85.80
Jharkhand,Chakradharpur,22.68,85.63
Jharkhand,Chakulia,22.48,86.72
Jharkhand,Chandil,22.96,86.05
Jharkhand,Chas,23.64,86.17
Jharkhand,Chatra,24.21,84.87
Jharkhand,Chiria,22.31,85.28
Jharkhand,Daltonganj,24.04,84.07
Jharkhand,Deogarh,24.44,86.73
Jharkhand,Dhanbad,23.80,86.44
Jharkhand,Dhanwar,24.41,85.98
Jharkhand,Dugda,23.75,86.17
Jharkhand,Dumka,24.30,87.25
Jharkhand,Garhwa,24.07,83.71
Jharkhand,Ghatsila,22.59,86.48
Jharkhand,Giridih,24.25,85.92
Jharkhand,Gobindpur,22.63,86.07
Jharkhand,Godda,24.83,87.22
Jharkhand,Gomoh,23.87,86.15
Jharkhand,Gopinathpur,22.66,86.08
Jharkhand,Gua,22.21,85.39
Jharkhand,Gumia,23.80,85.83
Jharkhand,Gumla,23.08,84.54
Jharkhand,Hazaribag,24.00,85.25
Jharkhand,Hazaribagh,23.99,85.36
Jharkhand,Hesla,24.06,85.88
Jharkhand,Husainabad,24.53,84.00
Jharkhand,Jagannathpur,22.22,85.64
Jharkhand,Jamadoba,23.72,86.40
Jharkhand,Jamshedpur,22.80,86.19
Jharkhand,Jamtara,24.00,86.85
Jharkhand,Jasidih,24.51,86.65
Jharkhand,Jharia,23.74,86.41
Jharkhand,Jugsalai,22.78,86.18
Jharkhand,Jumri Tilaiya,24.43,85.53
Jharkhand,Kalikapur,22.62,86.29
Jharkhand,Kandra,22.85,86.05
Jharkhand,Kanke,23.43,85.32
Jharkhand,Katras,23.80,86.30
Jharkhand,Kenduadih,23.78,86.38
Jharkhand,Kharsawan,22.79,85.83
Jharkhand,Khunti,23.08,85.28
Jharkhand,Kodarma,24.47,85.59
Jharkhand,Kuju,23.73,85.51
Jharkhand,Latehar,23.75,84.40
Jharkhand,Lohardaga,23.50,84.60
Jharkhand,Madhupur,24.27,86.64
Jharkhand,Malkera,23.78,86.29
Jharkhand,Manoharpur,22.37,85.19
Jharkhand,Mugma,23.77,86.73
Jharkhand,Mushabani,22.51,86.46
Jharkhand,Neturhat,23.47,84.27
Jharkhand,Nirsa,23.78,86.71
Jharkhand,Noamundi,22.16,85.50
Jharkhand,Pakur,24.64,87.84
Jharkhand,Palamu,23.92,84.08
Jharkhand,Pashchim Singhbhum,22.50,85.50
Jharkhand,patamda,24.30,85.42
Jharkhand,Pathardih,23.67,86.43
Jharkhand,Purba Singhbhum,22.59,86.48
Jharkhand,Ramgarh,23.63,85.56
Jharkhand,Ranchi,23.34,85.31
Jharkhand,Ray,23.68,85.05
Jharkhand,Sahibganj,24.99,87.67
Jharkhand,Saraikela,22.70,85.93
Jharkhand,Sarubera,23.82,86.00
Jharkhand,Sijua,23.78,86.33
Jharkhand,Simdega,22.62,84.50
Jharkhand,Sini,22.79,85.95
Jharkhand,Topchanchi,23.90,86.20
Karnataka,Afzalpur,17.20,76.36
Karnataka,Ajjampur,13.73,76.01
Karnataka,Aland,17.56,76.57
Karnataka,Alnavar,15.43,74.74
Karnataka,Alur,12.98,75.99
Karnataka,Anekal,12.71,77.70
Karnataka,Ankola,14.66,74.30
Karnataka,Annigeri,15.43,75.43
Karnataka,Arkalgud,12.76,76.06
Karnataka,Arsikere,13.31,76.26
Karnataka,Athni,16.73,75.06
Karnataka,Aurad,18.25,77.42
Karnataka,Badami,15.91,75.68
Karnataka,Bagalkot,16.18,75.69
Karnataka,Bagepalli,13.78,77.80
Karnataka,Bail-Hongal,15.81,74.86
Karnataka,Ballari,15.15,76.55
Karnataka,Ballary,15.14,76.92
Karnataka,Banavar,13.41,76.16
Karnataka,Bangalore Rural,13.23,77.58
Karnataka,Bangalore Urban,13.00,77.58
Karnataka,Bangarapet,12.99,78.18
Karnataka,Bannur,12.33,76.86
Karnataka,Bantval,12.89,75.03
Karnataka,Basavakalyan,17.87,76.95
Karnataka,Basavana Bagevadi,16.57,75.97
Karnataka,Belagavi,16.33,74.75
Karnataka,Belluru,12.98,76.73
Karnataka,Beltangadi,13.98,75.30
Karnataka,Belur,13.17,75.87
Karnataka,Bengaluru,12.97,77.59
Karnataka,Bhadravati,13.85,75.71
Karnataka,Bhalki,18.04,77.21
Karnataka,Bhatkal,13.99,74.56
Karnataka,Bidar,18.08,77.33
Karnataka,Bilgi,16.35,75.62
Karnataka,Birur,13.60,75.97
Karnataka,Byadgi,14.67,75.49
Karnataka,Byndoor,13.87,74.63
Karnataka,Canacona,15.00,74.05
Karnataka,Challakere,14.32,76.65
Karnataka,Chamrajnagar,11.96,77.09
Karnataka,Channagiri,14.02,75.93
Karnataka,Channapatna,12.65,77.21
Karnataka,Channarayapatna,12.91,76.39
Karnataka,Chik Ballapur,13.44,77.73
Karnataka,Chikkaballapur,13.55,77.87
Karnataka,Chikkamagaluru,13.49,75.73
Karnataka,Chiknayakanhalli,13.42,76.62
Karnataka,Chikodi,16.43,74.59
Karnataka,Chincholi,17.47,77.42
Karnataka,Chintamani,13.40,78.05
Karnataka,Chitapur,17.12,77.08
Karnataka,Chitradurga,14.20,76.50
Karnataka,Closepet,12.72,77.28
Karnataka,Coondapoor,13.63,74.69
Karnataka,Dakshina Kannada,12.84,75.29
Karnataka,Dandeli,15.27,74.62
Karnataka,Davanagere,14.43,75.90
Karnataka,Devanhalli,13.25,77.71
Karnataka,Dharwad,15.37,75.14
Karnataka,Dod Ballapur,13.29,77.54
Karnataka,French Rocks,12.50,76.67
Karnataka,Gadag,15.50,75.65
Karnataka,Gadag-Betageri,15.42,75.62
Karnataka,Gajendragarh,15.74,75.97
Karnataka,Gangawati,15.43,76.53
Karnataka,Gangolli,13.65,74.67
Karnataka,Gokak,16.17,74.82
Karnataka,Gokarna,14.55,74.32
Karnataka,Goribidnur,13.61,77.52
Karnataka,Gorur,12.82,76.06
Karnataka,Gubbi,13.31,76.94
Karnataka,Gudibanda,13.67,77.70
Karnataka,Guledagudda,16.05,75.79
Karnataka,Gundlupēt,11.81,76.69
Karnataka,Gurmatkal,16.87,77.39
Karnataka,Hadagalli,15.02,75.93
Karnataka,Haliyal,15.33,74.76
Karnataka,Hampi,15.34,76.46
Karnataka,Hangal,14.76,75.12
Karnataka,Harihar,14.51,75.81
Karnataka,Harpanahalli,14.79,75.99
Karnataka,Hassan,12.95,76.08
Karnataka,Haveri,14.74,75.41
Karnataka,Heggadadevankote,12.09,76.33
Karnataka,Hirekerur,14.46,75.40
Karnataka,Hiriyur,13.94,76.62
Karnataka,Holalkere,14.04,76.18
Karnataka,Hole Narsipur,12.79,76.24
Karnataka,Homnabad,17.77,77.13
Karnataka,Honavar,14.28,74.44
Karnataka,Honnali,14.24,75.65
Karnataka,Hosanagara,13.91,75.07
Karnataka,Hosangadi,13.70,74.95
Karnataka,Hosdurga,13.80,76.28
Karnataka,Hoskote,13.07,77.80
Karnataka,Hospet,15.27,76.39
Karnataka,Hubballi,15.35,75.13
Karnataka,Hukeri,16.23,74.60
Karnataka,Hungund,16.06,76.06
Karnataka,Hunsur,12.30,76.29
Karnataka,Ilkal,15.96,76.11
Karnataka,Indi,17.18,75.95
Karnataka,Jagalur,14.52,76.34
Karnataka,Jamkhandi,16.50,75.29
Karnataka,Jevargi,17.01,76.77
Karnataka,Kadur,13.55,76.01
Karnataka,Kalaburgi,17.17,77.08
Karnataka,Kalghatgi,15.18,74.97
Karnataka,Kampli,15.41,76.60
Karnataka,Kankanhalli,12.55,77.42
Karnataka,Karkala,13.21,74.99
Karnataka,Karwar,14.81,74.13
Karnataka,Kavalur,15.29,75.94
Karnataka,Kerur,16.01,75.55
Karnataka,Khanapur,15.64,74.51
Karnataka,Kodagu,12.42,75.75
Karnataka,Kodigenahalli,13.72,77.39
Karnataka,Kodlipet,12.80,75.89
Karnataka,Kolar,13.13,78.23
Karnataka,Kollegal,12.15,77.11
Karnataka,Konanur,12.63,76.05
Karnataka,Konnur,16.20,74.75
Karnataka,Koppa,13.53,75.36
Karnataka,Koppal,15.50,76.20
Karnataka,Koratagere,13.52,77.24
Karnataka,Kotturu,14.82,76.22
Karnataka,Krishnarajpet,12.67,76.49
Karnataka,Kudachi,16.63,74.85
Karnataka,Kudligi,14.91,76.39
Karnataka,Kumsi,14.05,75.40
Karnataka,Kumta,14.43,74.42
Karnataka,Kundgol,15.26,75.25
Karnataka,Kunigal,13.02,77.03
Karnataka,Kurgunta,17.19,77.36
Karnataka,Kushalnagar,12.46,75.96
Karnataka,Kushtagi,15.76,76.19
Karnataka,Lakshmeshwar,15.13,75.47
Karnataka,Lingsugur,16.16,76.52
Karnataka,Londa,15.47,74.52
Karnataka,Maddagiri,13.66,77.21
Karnataka,Maddur,12.58,77.04
Karnataka,Madikeri,12.43,75.74
Karnataka,Magadi,12.96,77.22
Karnataka,Mahalingpur,16.39,75.11
Karnataka,Malavalli,12.39,77.06
Karnataka,Malpe,13.35,74.70
Karnataka,Malur,13.00,77.94
Karnataka,Mandya,12.52,76.90
Karnataka,Mangaluru,12.92,74.86
Karnataka,Manipal,13.35,74.78
Karnataka,Manvi,15.99,77.05
Karnataka,Mayakonda,14.29,76.08
Karnataka,Melukote,12.66,76.65
Karnataka,Mudbidri,13.07,75.00
Karnataka,Muddebihal,16.34,76.13
Karnataka,Mudgal,16.01,76.44
Karnataka,Mudgere,13.13,75.64
Karnataka,Mudhol,16.33,75.28
Karnataka,Mulbagal,13.16,78.39
Karnataka,Mulgund,15.28,75.52
Karnataka,Mulki,13.09,74.79
Karnataka,Mundargi,15.21,75.88
Karnataka,Mundgod,14.97,75.04
Karnataka,Munirabad,15.31,76.34
Karnataka,Murudeshwara,14.09,74.48
Karnataka,Mysuru,12.23,76.42
Karnataka,Nagamangala,12.82,76.75
Karnataka,Nanjangud,12.12,76.68
Karnataka,Narasimharajapura,13.61,75.51
Karnataka,Naregal,15.57,75.81
Karnataka,Nargund,15.72,75.39
Karnataka,Navalgund,15.56,75.35
Karnataka,Nelamangala,13.10,77.39
Karnataka,Nyamti,14.15,75.58
Karnataka,Pangala,13.25,74.75
Karnataka,Pavugada,14.10,77.28
Karnataka,Piriyapatna,12.33,76.10
Karnataka,Ponnampet,12.14,75.95
Karnataka,Puttur,12.76,75.20
Karnataka,Rabkavi,16.48,75.11
Karnataka,Raichur,16.16,76.91
Karnataka,Ramanagara,12.65,77.35
Karnataka,Ranibennur,14.62,75.63
Karnataka,Raybag,16.49,74.77
Karnataka,Robertsonpet,12.96,78.28
Karnataka,Ron,15.70,75.73
Karnataka,Sadalgi,16.56,74.53
Karnataka,Sagar,14.16,75.03
Karnataka,Sakleshpur,12.94,75.78
Karnataka,Sandur,15.09,76.55
Karnataka,Sanivarsante,12.73,75.89
Karnataka,Sankeshwar,16.26,74.48
Karnataka,Sargur,12.00,76.40
Karnataka,Saundatti,15.77,75.12
Karnataka,Savanur,14.97,75.34
Karnataka,Seram,17.18,77.29
Karnataka,Shahabad,17.13,76.94
Karnataka,Shahpur,16.70,76.84
